id,author,year,title,journal,vol,pg,url,pdf,created_at,updated_at,doi,user_id
1,Adler,2006,Biomass yield and biofuel quality of switchgrass harvested in fall or spring,Agronomy Journal,98,1518–1525,http://hdl.handle.net/10113/3966,http://naldc.nal.usda.gov/naldc/download.xhtml?id=3966&content=PDF,,2014-07-07 21:08:59.234173,10.2134/agronj2005.0351,
775,Ross,1998,Statistical description of the architecture of a fast growing willow coppice,Agricultural and Forest Meteorology,91,23–37,http://www.sciencedirect.com/science/article/pii/S0168192398000677,http://ac.els-cdn.com/S0168192398000677/1-s2.0-S0168192398000677-main.pdf?_tid=6228f0a6-386a-11e4-9ac4-00000aab0f01&acdnat=1410299209_3afc0a140f5197fdc78280af25207d79,2014-09-09 22:03:49.573395,2014-09-09 22:03:49.573395,10.1016/S0168-1923(98)00067-7,2
778,Boe,2007,Variation between two switchgrass cultivars for components of vegetative and seed biomass,Crop Science,47,636–642,http://crop.scijournals.org/cgi/content/abstract/47/2/636,http://crop.scijournals.org/cgi/reprint/47/2/636.pdf,2014-10-09 16:32:58.055329,2014-10-09 16:38:53.512192,10.2135/cropsci2006.04.0260,97
779,"Maria Uriarte, Charles D. Canham, Jill Thompson et al.",2009,Natural disturbance and human land use as determinants of tropical forest dynamics: results from a forest simulator,Ecological Monographs,79,423–443,http://dx.doi.org/10.1890/08-0707.1,http://www.esajournals.org/doi/pdf/10.1890/08-0707.1,2015-01-06 18:23:42.983988,2015-01-06 18:23:42.983988,10.1890/08-0707.1,5
273,Ma,2000,Carbon dynamics subsequent to establishment of switchgrass,Biomass and Bioenergy,18,93–104,https://dx.doi.org/10.1016/S0961-9534(99)00077-X,"",2010-10-12 14:01:09,2015-11-04 21:17:18.100511,10.1016/S0961-9534(99)00077-X ,
114,Clifton-Brown,1997,The thermal response of leaf extension rate of genotypes of the C4-grass Miscanthus: an important factor in determining the potential productivity of different genotypes,Journal of Experimental Botany,48,1573–1581,http://dx.doi.org/10.1093/jxb/48.8.1573,http://jxb.oxfordjournals.org/cgi/reprint/48/8/1573,,2015-01-26 18:33:11.128469,10.1093/jxb/48.8.1573,
582,Yeo,1994,Photosynthesis and photorespiration in the genus Oryza,Journal of Experimental Botany,45,553–560,http://jxb.oxfordjournals.org/content/45/5/553.abstract,http://jxb.oxfordjournals.org/content/45/5/553.full.pdf+html,2012-06-29 17:57:15,2012-06-29 17:57:15,10.1093/jxb/45.5.553,61
91,Heilman,1985,Genetic variation and productivity of Populus trichocarpa and its hybrids. II. Biomass production in a 4-year plantation,Canadian Journal of Forest Research,15,384–388,"",http://article.pubs.nrc-cnrc.gc.ca/RPAS/rpv?hm=HInit&journal=cjfr&volume=15&afpf=x85-061.pdf,,2014-07-09 21:42:03.319842,10.1139/x85-061,
233,Sowell,1986,Ecotypic variation in root respiration rate among elevational populations of Abies lasiocarpa and Picea engelmannii,Oecologia,68,375–379,http://www.jstor.org/stable/4217851,http://www.jstor.org/stable/pdfplus/4217851.pdf?acceptTC=true,2010-09-29 16:24:44,2010-09-29 16:24:44,10.1007/BF01036742,
393,T. L. Cox,1975,Seasonal Respiration Rates of Yellow . Poplar Roots by Diameter Classes,Forest Science,21,185–188,"","",2011-06-01 15:14:21,2013-11-14 22:33:55,"",
628,Sun,2010,Effect of precipitation change on water balance and WUE of the winter wheat-summer maize rotation in the North China Plain,Agricultural Water Management,97,1139–1145,http://linkinghub.elsevier.com/retrieve/pii/S0378377409001620,http://ac.els-cdn.com/S0378377409001620/1-s2.0-S0378377409001620-main.pdf?_tid=672b9096-0369-11e2-9cb5-00000aacb35e&acdnat=1348176381_7d17e8e9bcf27f83957892561bcedd02,2012-09-20 21:23:28,2014-01-30 21:56:32.916311,10.1016/j.agwat.2009.06.004,15
2,Alexopoulou,2008,Biomass yields for upland and lowland switchgrass varieties grown in the Mediterranean region,Biomass and Bioenergy,32,926–933,http://dx.doi.org/10.1016/j.biombioe.2008.01.015,http://ac.els-cdn.com/S0961953408000160/1-s2.0-S0961953408000160-main.pdf?_tid=552ca1e6-89ff-11e3-909c-00000aab0f6c&acdnat=1391121729_515b9b79504a56c19b6d1486ff6a8220,,2014-07-08 15:52:12.980462,"",
776,Merilo,2006,Above-ground production of two willow species in relation to radiation interception and light use efficiency,Estonian Acad. Sci. Biol. Ecol.,55,341–354,http://www.kirj.ee/public/va_%20bo/s06-4-be.htm,http://www.kirj.ee/public/va_%20bo/bio-2006-4-6.pdf,2014-09-09 22:22:26.108021,2014-09-09 22:22:26.108021,"",2
79,Afas,2008,Dynamics of biomass production in a poplar coppice culture over three rotations (11 years),Forest Ecology and Management,255,1883–1891,http://dx.doi.org/10.1016/j.foreco.2007.12.010,http://ac.els-cdn.com/S0378112707009371/1-s2.0-S0378112707009371-main.pdf?_tid=c45eee76-89fe-11e3-83d7-00000aab0f27&acdnat=1391121486_429ffc109193079e10f7d7090257d4eb,,2014-01-30 22:36:06.975659,10.1016/j.foreco.2007.12.010,
94,Guillemette,2008,Early growth and nutrition of hybrid poplars fertilized at planting in the boreal forest of western Quebec,Forest Ecology and Management,255,2981–2989,http://dx.doi.org/10.1016/j.foreco.2008.02.004,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T6X-4S1JK1R-7-9&_cdi=5042&_user=571676&_orig=search&_coverDate=04%2F20%2F2008&_sk=997449992&view=c&wchp=dGLbVzb-zSkzV&md5=91ae5331fd715f41739c702d6e9e7478&ie=/sdarticle.pdf,,2012-07-23 18:53:52,10.1016/j.foreco.2008.02.004,
104,Marron,2007,Evaluation of leaf traits for indirect selection of high yielding poplar hybrids,Environmental and Experimental Botany,61,103–116,http://dx.doi.org/10.1016/j.envexpbot.2007.04.002,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T66-4NMWRCF-1-1&_cdi=5022&_user=571676&_pii=S0098847207000767&_orig=search&_coverDate=11%2F30%2F2007&_sk=999389997&view=c&wchp=dGLbVlz-zSkzV&md5=3b9f59934c2b475bd4176cad788f1b07&ie=/sdarticle.pdf,,,10.1016/j.envexpbot.2007.04.002,
106,Christersson,2006,"Biomass production of intensively grown poplars in the southernmost part of Sweden: Observations of characters, traits and growth potential",Biomass and Bioenergy,30,497–508,http://dx.doi.org/10.1016/j.biombioe.2005.10.003,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-4JTR8YX-1-2&_cdi=5690&_user=571676&_pii=S0961953405001753&_orig=search&_coverDate=06%2F30%2F2006&_sk=999699993&view=c&wchp=dGLbVlW-zSkzV&md5=36aeb52a01f4a0ff96b03ed2d2630a75&ie=/sdarticle.pdf,,,10.1016/j.biombioe.2005.10.003,
163,Frank,2004,Biomass and Carbon Partitioning in Switchgrass,Crop Science,44,1391–1396,http://ddr.nal.usda.gov/handle/10113/8468,http://ddr.nal.usda.gov/dspace/bitstream/10113/8468/1/IND43681472.pdf,,2010-11-01 20:43:31,10.2135/cropsci2004.1391,
165,Madakadze,2003,Base Temperatures for Seedling Growth and Their Correlation with Chilling Sensitivity for Warm-Season Grasses,Crop Science,43,874–878,https://www.crops.org/publications/cs/articles/43/3/874?highlight=JnE9KGF1dGhvcjolMjJtYWRha2FkemUlMjIpJmxlbj0xMCZzdGFydD0xJnN0ZW09ZmFsc2Umc29ydD0%3D,https://www.crops.org/publications/cs/pdfs/43/3/874,,2010-11-02 18:59:44,10.2135/cropsci2003.0874,
174,Willebrand,1993,"Willow coppice systems in short rotation forestry: Effects of plant spacing, rotation length and clonal composition on biomass production",Biomass and Bioenergy,4,323–331,http://dx.doi.org/10.1016/0961-9534(93)90048-9,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-49BS3C1-3N-1&_cdi=5690&_user=571676&_pii=0961953493900489&_orig=search&_coverDate=12%2F31%2F1993&_sk=999959994&view=c&wchp=dGLbVlz-zSkWb&md5=d513520d3d0d8ab214b257299ffd37d4&ie=/sdarticle.pdf,,2012-07-23 18:57:20,10.1016/0961-9534(93)90048-9,
179,Christersson,1987,Biomass production by irrigated and fertilized Salix clones,Biomass,12,83–95,http://dx.doi.org/10.1016/0144-4565(87)90049-7,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B75CD-48XD7YC-36-1&_cdi=13008&_user=571676&_pii=0144456587900497&_orig=search&_coverDate=12%2F31%2F1987&_sk=999879997&view=c&wchp=dGLzVlz-zSkzk&md5=ed53be67444b24bd5f5bcedd8116652c&ie=/sdarticle.pdf,,,10.1016/0144-4565(87)90049-7,
77,Armstrong,1999,Effects of spacing and cutting cycle on the yield of poplar grown as an energy crop,Biomass and Bioenergy,17,305–314,http://dx.doi.org/10.1016/S0961-9534(99)00054-9,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-3X9S20H-3-C&_cdi=5690&_user=571676&_pii=S0961953499000549&_orig=search&_coverDate=10%2F31%2F1999&_sk=999829995&view=c&wchp=dGLbVtb-zSkWb&md5=4613091b4cf011d374d51168588b16cd&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,10.1016/S0961-9534(99)00054-9,
231,Saurette,2008,Autotrophic and heterotrophic respiration rates across a chronosequence of hybrid poplar plantations in northern Alberta.,Canadian Journal of Soil Science,88,261–272,http://pubservices.nrc-cnrc.ca/rp-ps/absres.jsp?lang=eng&jcode=cjss&ftl=CJSS07005,http://article.pubs.nrc-cnrc.gc.ca/RPAS/RPViewDoc?_handler_=HandleInitialGet&calyLang=eng&journal=cjss&volume=88&articleFile=CJSS07005.pdf,2010-09-28 21:20:19,2010-09-28 21:20:19,10.4141/CJSS07005,
560,Hamerlynck,1996,Early season cuticular conductance and gas exchange in two oaks near the western edge of their range,Trees,10,403–409,"",https://ebi-forecast.igb.illinois.edu/redmine/attachments/348/Hamerlynck_Knapp_1996_Trees_Cuticular_Conductance_Oak.pdf,2012-06-20 20:42:36,2014-01-24 21:07:39.925109,"",61
249,Crookshanks,1998,"Elevated CO2 and tree root growth: contrasting responses in Fraxinus excelsior, Quercus petraea and Pinus sylvestris.",New Phytologist,138,241–250,http://onlinelibrary.wiley.com/doi/10.1046/j.1469-8137.1998.00109.x/abstract,http://onlinelibrary.wiley.com/doi/10.1046/j.1469-8137.1998.00109.x/pdf,2010-10-04 16:22:02,2010-10-04 16:22:02,10.1046/j.1469-8137.1998.00109.x,
636,Skinner,2010,Carbon Dioxide and water fluxes from switchgrass managed for bioenergy production,"Agriculture, Ecosystems, and Environment",138,257–264,"","",2012-09-27 16:36:23,2012-09-27 16:36:23,10.1016/j.agee.2010.05.008,45
772,Liu,2001,Simulation of biomass and sugar accumulation in sugarcane using a process-based model,Ecological Modelling,144,181–211,http://www.sciencedirect.com/science/article/pii/S0304380001003726,"",2014-06-20 14:19:57.721795,2014-06-20 14:19:57.721795,10.1016/S0304-3800(01)00372-6,97
768,Smit,2006,The response of sugarcane canopy development to water stress,Field Crops Research,98,91–97,http://www.sciencedirect.com/science/article/pii/S0378429005002832,http://ac.els-cdn.com/S0378429005002832/1-s2.0-S0378429005002832-main.pdf?_tid=ddbe2b1e-02f0-11e4-9e68-00000aab0f26&acdnat=1404419606_50618bc8cc7133b92152c33a083a27d5,2014-06-09 18:53:09.234697,2014-07-03 20:30:32.329719,10.1016/j.fcr.2005.12.009,97
89,Liesebach,1999,Aspen for short-rotation coppice plantations on agricultural sites in Germany: Effects of spacing and rotation time on growth and biomass production of aspen progenies,Forest Ecology and Management,121,25–39,http://dx.doi.org/10.1016/S0378-1127(98)00554-4,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T6X-3WMK3N3-3-P&_cdi=5042&_user=571676&_orig=browse&_coverDate=08%2F31%2F1999&_sk=998789998&view=c&wchp=dGLzVtz-zSkWA&md5=a2a2778af70f7dd938ba18b196e14f77&ie=/sdarticle.pdf,,2012-07-23 18:52:49,10.1016/S0378-1127(98)00554-4,
215,Potter,1995,The Potential of Two Perennial C4 Grasses and a Perennial C4 Sedge as Ligno-cellulosic Fuel Crops in N.W. Europe. Crop Establishment and Yields in E. England,Annals of Botany,76,513–520,http://aob.oxfordjournals.org/cgi/content/short/76/5/513,http://aob.oxfordjournals.org/cgi/reprint/76/5/513,2010-09-02 15:42:25,2010-09-02 15:42:25,10.1006/anbo.1995.1127,
460,Marsden,2008,Two independent estimations of stand-level root respiration on clonal Eucalyptus stands in Congo: up scaling of direct measurements on roots versus the trenched-plot technique,New Phytologist,177,676–687,http://dx.doi.org/10.1111/j.1469-8137.2007.02300.x,http://www.ulcos.org/en/docs/Ref05%20-%20Marsden%20Nouvellon%20et%20al.%202008%20Two%20independent%20estimations%20of%20stand-level%20root%20respiration%20on%20clonal%20Eucalyptus%20stands%20in%20Congo.pdf,2011-11-04 19:45:17,2012-07-23 18:58:03,10.1111/j.1469-8137.2007.02300.x,20
450,Burton,2002,Root respiration in North American forests: effects of nitrogen concentration and temperature across biomes,Oecologia,131,559–568,http://www.springerlink.com/content/wgm51g3kygpbe888/fulltext.p,"",2011-10-26 20:47:40,2012-07-23 18:58:03,10.1007/s00442-002-0931-7,20
180,Labrecque,2003,"High biomass yield achieved by Salix clones in SRIC following two 3-year coppice rotations on abandoned farmland in southern Quebec, Canada",Biomass and Bioenergy,25,135–146,http://dx.doi.org/10.1016/S0961-9534(02)00192-7,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-47WD5RT-2-2D&_cdi=5690&_user=571676&_pii=S0961953402001927&_orig=search&_coverDate=08%2F31%2F2003&_sk=999749997&view=c&wchp=dGLbVtb-zSkzS&md5=7a07171266350df1488d4c13a1334116&ie=/sdarticle.pdf,,,"",
854,"Vargas, Rodrigo",2019,Flux Measurements,"",,"","","",2019-07-25 21:20:43.846054,2019-07-25 21:20:43.846054,10.17190/AMF/1480316,153
1000000006,NLCD,2011,"NLCD 2001 Land Cover (2011 Edition, amended 2014) - National Geospatial Data Asset (NGDA) Land Use Land Cover","",,"","","",2015-07-15 02:44:33.331479,2015-07-15 02:44:33.331479,"",1000000001
1000000003,Afshin Pourmokhtarian,2015,MANDIFORE,TBD,,"","","",2015-03-31 19:28:52.732659,2015-03-31 19:28:52.732659,"",1000000002
1000000009,"Benjamin Smith, I. Colin Prentice, Martin T. Sykes",2001,Representation of vegetation dynamics in the modelling of terrestrial ecosystems: comparing two constrasting approaches with Europen climate space,Global Ecology and Biogeography,10,621–637,http://onlinelibrary.wiley.com/doi/10.1046/j.1466-822X.2001.t01-1-00256.x/abstract,"",2016-04-29 18:15:50.054918,2016-04-29 18:15:50.054918,10.1046/j.1466-822X.2001.t01-1-00256.x,1000000014
1000000012,Kumar,2012,Sub-daily Statistical Downscaling of Meteorological Variables Using Neural Networks,Procedia Comput. SciProcedia Comput. Sci,9,887–896,http://linkinghub.elsevier.com/retrieve/pii/S1877050912002165,"",2017-04-20 09:14:58.988997,2017-04-20 09:14:58.988997,10.1016/j.procs.2012.04.095,1000000001
1000000010,Oleson,2010,Technical Description of version 4.0 of the Community Land Model (CLM),NCAR Technical Note NCAR/TN-478+STR,,257,(http://www.cesm.ucar.edu/models/cesm1.0/clm/),"",2016-09-18 14:44:36.319251,2016-09-18 14:44:36.319251,"",1000000001
1000000008,Peltoniemi,2015,"A semi-empirical model of boreal-forest gross primary production, evapotranspiration, and soil water - calibration and sensitivity analysis",Boreal Environment Research,20,151–171,"","",2015-11-20 18:09:30.319655,2015-11-20 18:09:30.319655,"",1000000012
1000000021,"Catovsky S, Bazzaz F.",2000,Linking Community Dynamics and Ecosystem Function at Harvard Forest 1996-2000,Harvard Forest Data Archive: HF035,,"",http://harvardforest.fas.harvard.edu:8080,"",2018-03-25 16:01:06.173594,2018-03-25 16:01:06.173594,10.6073/pasta/a7cbeaea595d24292d297f23f3a77194,1000000011
1000000024,"Michael C. Dietze, Michael S. Wolosin, James S. Clark",2008,Capturing diversity and interspecific variability in allometries: A hierarchical approach,Forest Ecology and Management,,"",http://people.bu.edu/dietze/manuscripts/FEM08_allometries.pdf,"",2018-04-03 18:57:55.950317,2018-04-03 18:57:55.950317,10.1016/j.foreco.2008.07.034,1000000011
1000000070,Brodribb,2002,Hydraulic and photosynthetic co‐ordination in seasonally dry tropical forest trees,"Plant, Cell & Environment",,"",https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-3040.2002.00919.x,"",2018-12-05 20:53:35.521857,2019-04-30 19:05:23.091376,10.1046/j.1365-3040.2002.00919.x,1000000003
1000000081,Sperry,1998,Vulnerability of xylem to embolism in a mangrove vs an inland species of Rhizophoraceae,Physiologia Plantarum,,"",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-3054.1988.tb00632.x,"",2018-12-06 04:58:37.445451,2019-04-30 18:47:45.246221,10.1111/j.1399-3054.1988.tb00632.x,1000000003
1000000011,Tess McCabe,2016,SERDP,"",,"","","",2017-03-01 17:20:40.5187,2017-03-01 17:20:40.5187,"",1000000682
1000000108,Paciorek and McLachlan,2009,Mapping ancient forests: Bayesian inference for spatio-temporal trends in forest composition using the fossil pollen proxy record,Journal of the American Statistical Association,,608–622,"","",2019-03-22 18:33:41.005749,2019-03-22 18:33:41.005749,"",1000000011
1000000109,Leland K Werden and Bonnie G Waring and Christina M SmithMartin and Jennifer S Powers,2017,Tropical dry forest trees and lianas differ in leaf economic spectrum traits but have overlapping wateruse strategies,Tree Physiology,38,"",https://doi.org/10.1093%2Ftreephys%2Ftpx135,"",2019-04-16 18:30:34.854605,2019-04-16 18:30:34.854605,10.1093/treephys/tpx135,1000000003
1000000137,Frederick C. Meinzer and David R. Woodruff and JeanChristophe Domec and Guillermo Goldstein and Paula I. Campanello and M. Genoveva Gatti and Randol VillalobosVega,2008,Coordination of leaf and stem water transport properties in tropical forest trees,Oecologia,156,"",https://doi.org/10.1007%2Fs00442-008-0974-5,"",2019-05-17 00:44:06.328352,2019-05-17 00:44:06.328352,10.1007/s00442-008-0974-5,1000000003
1000000082,"Vander Willigen, Pammenter",1998,Relationship between growth and xylem hydraulic characteristics of clones of Eucalyptus spp. at contrasting sites,Tree Physiology,,"","","",2018-12-06 05:32:35.593614,2018-12-06 05:38:01.672817,"",1000000003
1000000068,Zotz,1994,"Hydraulic architecture, water relations and vulnerability to cavitation of Clusia uvitana Pittier: a C3‐CAM tropical hemiepiphyte",New Phytologist,,"",https://nph.onlinelibrary.wiley.com/doi/full/10.1111/j.1469-8137.1994.tb04279.x,"",2018-12-05 19:35:05.404057,2018-12-06 05:47:03.721239,10.1111/j.1469-8137.1994.tb04279.x,1000000003
1000000141,"Surendra P. Singh, Donald B. Zobel, Satish C. Garkoti, Ashish Tewari, C.M.S. Negi",2006,Patterns in water relations of central Himalayan trees,Tropical Ecology,47,"","",https://www.tropecol.com/pdf/open/PDF_47_2/kp47201.pdf,2019-05-20 19:43:48.458798,2019-05-20 19:43:48.458798,"",1000000003
1000000113,T. J. BRODRIBB and N. M. HOLBROOK and E. J. EDWARDS and M. V. GUTIERREZ,2003,"Relations between stomatal closure, leaf turgor and xylem vulnerability in eight tropical dry forest trees","Plant, Cell and Environment",26,"",https://doi.org/10.1046%2Fj.1365-3040.2003.00975.x,"",2019-05-06 16:39:09.165201,2019-05-06 16:39:09.165201,10.1046/j.1365-3040.2003.00975.x,1000000003
1000000022,Pastor and Post,1979,LINKAGES USER MANUAL,"",,"","","",2018-03-25 16:21:04.394745,2018-03-25 16:21:04.394745,"",1000000011
1000000114,S. J. Bucci and G. Goldstein and F. C. Meinzer and F. G. Scholz and A. C. Franco and M. Bustamante,2004,Functional convergence in hydraulic architecture and water relations of tropical savanna trees: from leaf to whole plant,Tree Physiology,24,"",https://doi.org/10.1093%2Ftreephys%2F24.8.891,"",2019-05-06 16:39:09.94224,2019-05-06 16:39:09.94224,10.1093/treephys/24.8.891,1000000003
1000000115,Sandra J. Bucci and Fabian G. Scholz and Guillermo Goldstein and Frederick C. Meinzer and Augusto C. Franco and Yongjiang Zhang and GuangYou Hao,2008,Water relations and hydraulic architecture in Cerrado trees: adjustments to seasonal changes in water availability and evaporative demand,Brazilian Journal of Plant Physiology,20,"",https://doi.org/10.1590%2Fs1677-04202008000300007,"",2019-05-06 16:39:11.038445,2019-05-06 16:39:11.038445,10.1590/s1677-04202008000300007,1000000003
1000000004,Rollinson,2015,PalEON Model-Data Inter-comparison Project,"",,"","","",2015-06-01 19:03:05.785777,2015-06-01 19:03:05.785777,"",1000000003
1000000005,Williams,2005,An improved analysis of forest carbon dynamics using data assimilation,Global Change Biology,11,89–105,"","",2015-07-06 17:10:22.970416,2015-07-06 17:10:22.970416,"",1000000001
1000000194,Serbin,2019,In prep,"",,"","","",2019-08-28 21:15:20.419442,2019-08-28 21:15:20.419442,"",1000000003
1000000001,"",1800,FACE EXPERIMENTS,"",,"","","",2014-09-25 00:24:42.949729,2014-09-25 00:24:42.949729,"",1000000003
1000000093,Lars Markesteijn and Lourens Poorter,2009,Seedling root morphology and biomass allocation of 62 tropical tree species in relation to drought- and shade-tolerance,Journal of Ecology,97,"",https://doi.org/10.1111%2Fj.1365-2745.2008.01466.x,"",2019-01-29 19:43:27.237475,2019-01-29 19:43:27.237475,10.1111/j.1365-2745.2008.01466.x,1000000003
1000000002,"",1800,MACROSYSTEMS SITES,"",,"","","",2015-01-07 14:41:39.61514,2015-01-07 14:41:39.61514,"",1000000005
1000000095,Daniel S. Falster and Remko A. Duursma and Masae I. Ishihara and Diego R. Barneche and Richard G. FitzJohn and Angelica Vaarhammar and Masahiro Aiba and Makoto Ando and Niels Anten and Michael J. Aspinwall and Jennifer L. Baltzer and Christopher Baral ...,2015,BAAD: a Biomass And Allometry Database for woody plants,Ecology,96,"",https://doi.org/10.1890%2F14-1889.1,"",2019-01-29 20:19:27.858172,2019-01-29 20:19:27.858172,10.1890/14-1889.1,1000000003
1000000026,"Clark, James S and Grimm, Eric C and Lynch, Jason and Mueller, Pietra G",2001,"Effects of Holocene climate change on the C4 grassland/woodland boundary in the Northern Plains, USA",Ecology,,"","","",2018-11-27 14:13:40.984986,2018-11-27 14:13:40.984986,10.1890/0012-9658,1000000011
1000000164,Tanaka Kenzo and Tomoaki Ichie and Daisuke Hattori and Takao Itioka and Chihiro Handa and Tadahiro Ohkubo and Joseph Jawa Kendawang and Masashi Nakamura and Mari Sakaguchi and Narumi Takahashi and Mayumi Okamoto and Ayumi TanakaOda and Katsutoshi Saku ...,2009,"Development of allometric relationships for accurate estimation of above and belowground biomass in tropical secondary forests in Sarawak, Malaysia",Journal of Tropical Ecology,25,"",https://doi.org/10.1017%2Fs0266467409006129,"",2019-05-24 16:26:04.062616,2019-05-24 16:26:04.062616,10.1017/s0266467409006129,1000000003
1000000072,Chen,2010,Gas exchange and hydraulics in seedlings of Hevea brasiliensis during water stress and recovery,Tree Physiology,,"",https://academic.oup.com/treephys/article/30/7/876/1704421,"",2018-12-05 22:12:29.071192,2018-12-05 22:12:29.071192,10.1093/treephys/tpq043,1000000003
1000000073,Ewers,2004,Hydraulic conductivity and embolism in the mangrove tree Laguncularia racemosa,Tree Physiology,,"",https://academic.oup.com/treephys/article/24/9/1057/1644067,"",2018-12-05 22:17:17.649288,2018-12-05 22:17:17.649288,10.1093/treephys/24.9.1057,1000000003
1000000074,"Feild, Bauln",2007,Xylem hydraulic and photosynthetic function of Gnetum (Gnetales) species from Papua New Guinea,New Phytologist,,"",https://nph.onlinelibrary.wiley.com/doi/full/10.1111/j.1469-8137.2007.02306.x,"",2018-12-05 22:25:45.229749,2018-12-05 22:25:45.229749,10.1111/j.1469-8137.2007.02306.x ,1000000003
1000000075,"Feild, Holbrook",2000,Xylem sap flow and stem hydraulics of the vesselless angiosperm Drimys granadensis (Winteraceae) in a Costa Rican elfin forest,"Plant, Cell & Environment",,"",https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-3040.2000.00626.x,"",2018-12-05 22:32:14.506031,2019-04-30 18:31:43.302288,10.1046/j.1365-3040.2000.00626.x,1000000003
1000000076,Gartner,1990,WATER TRANSPORT PROPERTIES OF VINE AND TREE STEMS IN A TROPICAL DECIDUOUS FOREST,American Journal of Botany,,"",https://onlinelibrary.wiley.com/doi/abs/10.1002/j.1537-2197.1990.tb14464.x,"",2018-12-05 22:39:53.739585,2018-12-05 22:39:53.739585,10.1002/j.1537-2197.1990.tb14464.x,1000000003
1000000078,Johnson,2013,Contrasting hydraulic strategies in two tropical lianas and their host trees,American Journal of Botany,,"",https://onlinelibrary.wiley.com/doi/full/10.3732/ajb.1200590,"",2018-12-05 22:48:43.229046,2018-12-05 22:48:43.229046,10.3732/ajb.1200590,1000000003
1000000023,Sullivan et al,2017,Comparison of lidar- and allometry-derived canopy height models in an eastern deciduous forest,"",,"","","",2018-03-26 16:04:49.113464,2018-03-26 16:04:49.113464,10.1016/j.foreco.2017.10.005,1000000011
1000000142,J. L. Baltzer and S. J. Davies and S. Bunyavejchewin and N. S. M. Noor,2008,The role of desiccation tolerance in determining tree species distributions along the MalaytextendashThai Peninsula,Functional Ecology,22,"",https://doi.org/10.1111%2Fj.1365-2435.2007.01374.x,"",2019-05-21 13:11:12.925214,2019-05-21 13:11:12.925214,10.1111/j.1365-2435.2007.01374.x,1000000003
1000000080,Scholz,2008,Plant- and stand-level variation in biophysical and physiological traits along tree density gradients in the Cerrado,Brazilian Journal of Plant Physiology,,"","",https://www.fs.fed.us/pnw/pubs/journals/pnw_2008_scholz003.pdf,2018-12-05 23:27:02.961015,2019-04-30 18:45:54.760384,10.1590/S1677-04202008000300006,1000000003
1000000083,Vander Willigen,2000,Xylem hydraulic characteristics of subtropical trees from contrasting habitats grown under identical environmental conditions,New Phytologist,,"",https://nph.onlinelibrary.wiley.com/doi/abs/10.1046/j.1469-8137.2000.00549.x,"",2018-12-06 05:40:41.309085,2018-12-06 05:40:41.309085,10.1046/j.1469-8137.2000.00549.x,1000000003
1000000143,T. J. Brodribb,2003,"Stomatal Closure during Leaf Dehydration, Correlation with Other Leaf Physiological Traits",PLANT PHYSIOLOGY,132,"",https://doi.org/10.1104%2Fpp.103.023879,"",2019-05-21 13:11:15.118934,2019-05-21 13:11:15.118934,10.1104/pp.103.023879,1000000003
1000000084,Zhu,2017,Different hydraulic traits of woody plants from tropical forests with contrasting soil water availability,Tree Physiology,,"",https://academic.oup.com/treephys/article/37/11/1469/3979163,"",2018-12-06 05:43:07.765428,2018-12-06 05:43:07.765428,10.1093/treephys/tpx094,1000000003
1000000144,Luis Fanjul and Victor L. Barradas,1987,Diurnal and Seasonal Variation in the Water Relations of Some Deciduous and Evergreen Trees of a Deciduous Dry Forest of the Western Coast of Mexico,The Journal of Applied Ecology,24,"",https://doi.org/10.2307%2F2403805,"",2019-05-21 13:11:18.599275,2019-05-21 13:11:18.599275,10.2307/2403805,1000000003
1000000145,PeiLi Fu and YanJuan Jiang and AiYing Wang and Tim J. Brodribb and JiaoLin Zhang and ShiDan Zhu and KunFang Cao,2012,Stem hydraulic traits and leaf waterstress tolerance are coordinated with the leaf phenology of angiosperm trees in an Asian tropical dry karst forest,Annals of Botany,110,"",https://doi.org/10.1093%2Faob%2Fmcs092,"",2019-05-21 13:11:19.205877,2019-05-21 13:11:19.205877,10.1093/aob/mcs092,1000000003
1000000146,GuangYou Hao and Lawren Sack and AiYing Wang and KunFang Cao and Guillermo Goldstein,2010,Differentiation of leaf water flux and drought tolerance traits in hemiepiphytic and nonhemiepiphytic Ficus tree species,Functional Ecology,24,"",https://doi.org/10.1111%2Fj.1365-2435.2010.01724.x,"",2019-05-21 13:11:20.78875,2019-05-21 13:11:20.78875,10.1111/j.1365-2435.2010.01724.x,1000000003
