id,name,definition,created_at,updated_at,control,user_id
2263,134 kg N ha-1 Fertilized Havana 2008,134 kg N ha-1fertilization treatment level in Havana start date 2008,2014-06-23 18:37:41.807933,2014-06-23 18:37:41.807933,f,15
2264,202 kg N ha-1 Fertilized Havana 2008,202 kg N ha-1fertilization treatment level in Havana start date 2008,2014-06-23 18:37:58.025151,2014-06-23 18:37:58.025151,f,15
2265,Control Urbana 2008,0 kg N ha-1fertilization treatment level in Urbana start date 2008,2014-06-23 18:38:37.157837,2014-06-23 18:38:37.157837,t,15
2266,67 kg N ha-1 Fertilized Urbana 2008,67 kg N ha-1fertilization treatment level in Urbana start date 2008,2014-06-23 18:38:53.779896,2014-06-23 18:38:53.779896,f,15
2267,134 kg N ha-1 Fertilized Urbana 2008,134 kg N ha-1fertilization treatment level in Urbana start date 2008,2014-06-23 18:39:16.137391,2014-06-23 18:39:16.137391,f,15
2268,202 kg N ha-1 Fertilized Urbana 2008,202 kg N ha-1fertilization treatment level in Urbana start date 2008,2014-06-23 18:39:31.478493,2014-06-23 18:39:31.478493,f,15
2269,Control,Observational,2014-06-27 02:07:58.094021,2014-06-27 02:22:44.459405,t,97
2270,Fertilized (50 kg N ha-),"",2014-06-27 02:23:30.14373,2014-06-27 02:23:30.14373,f,97
2273,Fertilized,"",2014-06-27 02:37:11.07237,2014-06-27 02:37:11.07237,f,97
2274,Fertilized,"",2014-06-27 02:48:52.061457,2014-06-27 03:07:36.426349,t,97
2275,Control,Observational,2014-06-27 03:55:13.247647,2014-06-27 03:55:13.247647,t,97
2276,Control,Observational,2014-06-27 03:55:33.27426,2014-06-27 03:55:33.27426,t,97
2277,Fertilized,"",2014-06-27 03:55:47.983436,2014-06-27 03:55:47.983436,f,97
2278,Fertilized,"",2014-06-27 03:59:32.394612,2014-06-27 03:59:32.394612,f,97
2279,Fertilized (150 kg N ha-),"",2014-07-03 20:57:54.351638,2014-07-03 20:57:54.351638,f,97
995,Virus-Free,Observational,2011-02-14 19:33:31,2014-07-07 15:46:13.036243,t,
2299,Fertilized - Planting Density - 4 plants/m2 (Mar),"",2014-07-21 00:29:29.431004,2015-02-20 01:24:32.887225,,97
2300,Fertilized - Planting Density - 1 plant/ m2 (Mar),"",2014-07-21 00:29:38.931941,2015-02-20 01:25:00.971896,,97
2297,Avg N Fertilization 60 kg/ha,"Avg of 0, 60, 120 kg/ha plots",2014-07-18 18:55:29.32252,2014-07-18 18:55:29.32252,,97
2285,Cave-in-rock Rock Springs spring harvest,"Cave-in-rock switchgrass harvested in spring at Rock Springs, PA",2014-07-07 18:23:45.103236,2014-07-07 18:23:45.103236,f,15
2286,Cave-in-rock Rock Springs fall harvest,"Cave-in-rock switchgrass harvested in fall at Rock Springs, PA",2014-07-07 18:24:19.972308,2014-07-07 18:24:19.972308,t,15
2287,Trailblazer Rock Springs fall harvest,"Trailblazer switchgrass harvested in fall at Rock Springs, PA",2014-07-07 18:26:00.628755,2014-07-07 18:26:00.628755,t,15
2288,Trailblazer Rock Springs spring harvest,"Trailblazer switchgrass harvested in spring at Rock Springs, PA",2014-07-07 18:26:24.151624,2014-07-07 18:26:24.151624,f,15
2289,Shawnee Rock Springs fall harvest,"Shawnee switchgrass harvested in fall at Rock Springs, PA",2014-07-07 20:10:11.627558,2014-07-07 20:10:11.627558,t,15
2290,Shawnee Rock Springs spring harvest,"Shawnee switchgrass harvested in spring at Rock Springs, PA",2014-07-07 20:10:27.462036,2014-07-07 20:10:27.462036,f,15
2301,Fertilized - Planting Density - 4 plants/m2 (Apr),"",2014-07-21 00:31:35.416652,2015-02-20 01:25:32.698114,,97
2302,Fertilized - Planting Density - 1 plant/ m2 (Apr),"",2014-07-21 00:32:51.562285,2015-02-20 01:25:39.327353,,97
2291,Observational Greece,"",2014-07-08 16:08:35.833703,2014-07-08 16:08:35.833703,t,15
2292,Observational Italy,"",2014-07-08 16:08:45.109165,2014-07-08 16:08:45.109165,t,15
2298,Fertilized,"",2014-07-21 00:15:52.900335,2014-07-21 00:15:52.900335,,97
2303,"Soil Quality Index:70, Fertilized","",2014-08-04 15:04:39.582896,2014-08-04 15:04:39.582896,,97
2304,"Soil Quality Index:60, Fertilized","",2014-08-04 15:04:51.337915,2014-08-04 15:04:51.337915,,97
2305,"Soil Quality Index:30, Fertilized","",2014-08-04 15:05:03.063908,2014-08-04 15:05:03.063908,,97
2306,"Soil Quality Index:30-50, Fertilized","",2014-08-04 15:05:23.321651,2014-08-04 15:05:23.321651,,97
2307,"D soil, No fertilization",Soil Quality Index: 30,2014-08-04 15:06:02.992405,2014-08-04 15:06:02.992405,,97
2308,"D soil, Fertilized (60 kg N ha-)",Soil Quality Index: 30,2014-08-04 15:12:23.407544,2014-08-04 15:12:23.407544,,97
2311,"D soil, Fertilized (180 kg N ha-)",Soil Quality Index: 30,2014-08-04 15:18:32.262423,2014-08-04 15:18:32.262423,,97
2310,"D soil, Fertilized (120 kg N ha-)",Soil Quality Index: 30,2014-08-04 15:18:09.009362,2014-08-04 15:18:09.009362,,97
2309,"D soil, Fertilized (60 kg N ha-)",Soil Quality Index: 30,2014-08-04 15:13:36.365029,2014-08-04 15:18:18.395984,,97
2312,"L soil, No fertilization",Soil Quality Index: 70,2014-08-04 15:18:48.029438,2014-08-04 15:18:48.029438,,97
2271,Fertilized (100 kg N ha-),"",2014-06-27 02:27:00.945418,2014-06-27 02:27:00.945418,f,97
52,Nfert 40 kg N ha-1,"",,,f,
53,Nfert 80 kg N ha-1,"",,,f,
58,seeding,"",,,f,
59,seeding,"",,,f,
60,seeding,"",,,f,
83,observational,"",,2010-06-08 18:45:47,t,
86,plant density 17777 plants ha-1,"",,,f,
90,plant date/arable,"",,2011-04-06 21:29:41,t,
97,dry,"",,,f,
2313,"L soil, Fertilized (60 kg N ha-)",Soil Quality Index: 70,2014-08-04 15:19:08.243088,2014-08-04 15:19:08.243088,,97
2314,"L soil, Fertilized (120 kg N ha-)",Soil Quality Index: 70,2014-08-04 15:19:22.133579,2014-08-04 15:19:22.133579,,97
2315,"L soil, Fertilized (180 kg N ha-)",Soil Quality Index: 70,2014-08-04 15:19:32.610176,2014-08-04 15:19:32.610176,,97
2317,"Planting Date: SP1994, Fertilized","",2014-08-08 20:41:03.769098,2014-08-08 20:41:03.769098,,97
2316,"Planting Date: SP1992, Fertilized","",2014-08-08 20:39:43.665217,2014-08-08 20:41:12.661669,,97
2319,Fertilized,"",2014-08-08 21:20:57.381307,2014-08-08 21:20:57.381307,,97
2318,Fertilized & Irrigated,"",2014-08-08 21:20:50.056465,2014-08-08 21:20:50.056465,,97
2379,"Perkins - Control : 0 Nfert, 3 harvests","0 Nfert, 3 harvests",2014-10-16 17:11:53.523445,2015-05-07 19:47:42.070017,t,97
2322,No Irrigation,"",2014-08-15 18:20:31.859902,2014-08-15 18:20:31.859902,,97
2323,Fertilized (50 kg N ha-),"",2014-08-25 15:08:51.179929,2014-08-25 15:09:16.174497,t,97
2324,Unfertilized,"",2014-08-25 15:09:11.532657,2014-08-25 15:09:18.853978,t,97
2325,Unfertilized,"",2014-08-25 15:58:57.679561,2014-08-25 15:58:57.679561,t,97
2326,Fertilized (N15: 05/1995),"",2014-08-25 16:19:50.310585,2014-08-25 16:19:50.310585,,97
2293,Fertilized (N15: 05/1994),Observational,2014-07-08 19:00:25.500138,2014-08-25 16:20:04.550003,t,97
2327,Fertilized (N15: 05/1996),"",2014-08-25 16:20:25.647413,2014-08-25 16:20:25.647413,,97
2328,Planting Density: 1 plant/m2,"",2014-08-28 16:27:53.382808,2014-08-28 16:27:53.382808,,97
2329,Planting Density: 2 plant/m2,"",2014-08-28 16:27:58.34689,2014-08-28 16:27:58.34689,,97
2330,Planting Density: 3 plant/m2,"",2014-08-28 16:28:04.137848,2014-08-28 16:28:04.137848,,97
2331,Fertilized,"",2014-08-28 16:37:14.120666,2014-08-28 16:37:14.120666,t,97
2332,Planting Density: 0.5 plant/m2,"",2014-09-04 18:12:23.347875,2014-09-04 18:12:23.347875,,97
2333,Planting Density: 1 plant/m2,"",2014-09-04 18:12:39.045549,2014-09-04 18:12:39.045549,,97
2334,Planting Density: 2 plant/m2,"",2014-09-04 18:12:46.99299,2014-09-04 18:12:46.99299,,97
2335,Planting Density: 4 plant/m2,"",2014-09-04 18:12:58.156196,2014-09-04 18:12:58.156196,,97
2336,No Fertilization,"",2014-09-04 18:13:26.441622,2014-09-04 18:13:26.441622,,97
2340,Age of Harvest: 61 weeks,"",2014-09-05 15:12:17.488873,2014-09-05 15:12:17.488873,,97
2341,Age of Harvest: 62 weeks,"",2014-09-05 15:12:24.273825,2014-09-05 15:12:24.273825,,97
2337,Crop Ratooned Dec 18,"",2014-09-05 15:08:40.857905,2014-09-09 17:58:08.655376,,97
2338,Crop Ratooned Feb 12,"",2014-09-05 15:11:58.57358,2014-09-09 18:10:47.570559,,97
2339,Crop Ratooned Apr 9,"",2014-09-05 15:12:11.564563,2014-09-09 18:10:56.096655,,97
2342,Crop Ratooned Sept 24,"",2014-09-05 15:12:34.398589,2014-09-09 18:11:07.822205,,97
2343,Crop Ratooned Nov 19,"",2014-09-05 15:12:41.322568,2014-09-09 18:11:17.630236,,97
2344,Crop Ratooned Jan 14,"",2014-09-05 15:12:46.555549,2014-09-09 18:11:26.19693,,97
2345,EBI farm Zea mays,"",2014-09-09 20:57:32.461966,2014-09-09 20:57:32.461966,t,2
2346,EBI farm Miscanthus x giganteus,"",2014-09-09 20:57:48.889276,2014-09-09 20:57:48.889276,t,2
2347,EBI farm Panicum virgatum,"",2014-09-09 20:58:02.824588,2014-09-09 20:58:02.824588,t,2
2348,EBI farm Prairie,"",2014-09-09 20:58:19.032857,2014-09-09 20:58:19.032857,t,2
2349,observational,"",2014-09-09 22:28:12.119494,2014-09-09 22:28:12.119494,t,2
2350,EBI farm Glycine max,"",2014-09-11 17:22:21.335705,2014-09-11 17:22:21.335705,t,97
2351,1 Cut Boot,Observational,2014-10-08 15:27:58.637884,2014-10-08 15:27:58.637884,,97
2352,1 Cut Anthesis,Observational,2014-10-08 15:28:10.739394,2014-10-08 15:28:10.739394,,97
2353,1 Cut Anthesis + 3 weeks,Observational,2014-10-08 15:28:18.049101,2014-10-08 15:28:18.049101,,97
2354,1 Cut Anthesis + 6 weeks,Observational,2014-10-08 15:28:29.133083,2014-10-08 15:28:29.133083,,97
2357,2 Cut Boot after Frost,Observational,2014-10-08 15:29:00.322662,2014-10-08 15:29:00.322662,,97
2358,2 Cut Anthesis After Frost,Observational,2014-10-08 15:29:08.928325,2014-10-08 15:29:08.928325,,97
2359,3 Cut Boot + 6 weeks after Frost,Observational,2014-10-08 15:29:22.130633,2014-10-08 15:29:22.130633,,97
2360,3 Cut Schedule,Observational,2014-10-08 15:29:32.758841,2014-10-08 15:29:32.758841,,97
2361,Dickinson Site,Observational,2014-10-08 15:56:26.419814,2014-10-08 15:56:26.419814,t,97
2362,Mandan Site,Observational,2014-10-08 15:56:39.10393,2014-10-08 15:56:39.10393,t,97
2363,Experiment 1,Observational,2014-10-08 16:24:35.518036,2014-10-08 16:24:35.518036,,97
2366,Experiment 3,Observational,2014-10-08 16:25:39.748898,2014-10-08 16:25:39.748898,,97
2364,Experiment 2,Observational,2014-10-08 16:24:57.753565,2014-10-08 16:38:38.764421,,97
2367,Observational,"",2014-10-09 16:19:12.53341,2014-10-09 16:19:12.53341,t,97
2368,Observational,"",2014-10-09 16:41:50.990253,2014-10-09 16:41:50.990253,t,97
2369,Compost,Observational,2014-10-09 17:00:20.489867,2014-10-09 17:00:20.489867,,97
2370,No Compost,Observational,2014-10-09 17:01:15.998559,2014-10-09 17:01:15.998559,,97
2371,Haskell,Observational,2014-10-09 17:59:43.458109,2014-10-09 18:00:10.914907,t,97
2372,Chickasha,Observational,2014-10-09 18:00:07.815458,2014-10-09 18:00:13.610634,t,97
2374,Switchgrass + Milkvetch,"",2014-10-10 15:57:26.66238,2014-10-10 15:57:26.66238,,97
2375,Switchgrass (intercropped),Observational,2014-10-10 15:57:42.503262,2014-10-10 15:57:42.503262,,97
2376,Fertilized,Observational,2014-10-13 14:36:34.260221,2014-10-13 14:36:34.260221,t,97
2378,"Perkins - Control : 0 Nfert, 2 harvests","",2014-10-16 17:10:52.402272,2015-03-04 18:37:31.918408,t,97
2320,Fertilized- 80 kg N ha-1,"",2014-08-08 21:44:52.805857,2015-02-20 01:28:29.933975,t,97
308,RP (rhizome plants) : rhizome plant rhizome cutting,"",,2015-02-20 01:37:31.887518,f,
2387,Perkins - Nfert/HarvestFreq : 112 kg N ha-1 at once/three,"",2014-10-16 17:14:07.923882,2015-03-04 18:41:59.942697,,97
1000,Chickasha - Nfert/HarvestFreq : 224 kg ha-1 at once/one,"",2011-02-16 20:53:12,2015-03-04 18:27:24.099967,f,
1003,Chickasha - Nfert/HarvestFreq : 112 kg N ha-1 at once/two,"",2011-02-16 20:56:16,2015-03-04 18:28:11.69304,f,
1004,Chickasha - Nfert/HarvestFreq : 224 kg N ha-1 at once/two,"",2011-02-16 20:56:53,2015-03-04 18:28:23.566285,f,
1015,Chickasha - Nfert/HarvestFreq : 112 kg N ha-1 into thirds/three,"",2011-02-16 21:05:52,2015-03-04 18:35:55.315796,f,
2377,"Perkins - Control : 0 Nfert, 1 harvest","",2014-10-16 17:10:45.29311,2015-03-04 18:37:14.656418,t,97
2386,Perkins - Nfert/HarvestFreq : 896 kg N ha-1 at once/two,"",2014-10-16 17:13:12.492358,2015-03-04 18:42:12.102262,,97
2385,Perkins - Nfert/HarvestFreq : 448 kg N ha-1 at once/two,"",2014-10-16 17:13:04.838217,2015-03-04 18:42:23.016418,,97
2384,Perkins - Nfert/HarvestFreq : 224 kg N ha-1 at once/two,"",2014-10-16 17:12:55.784143,2015-03-04 18:42:35.823871,,97
2383,Perkins - Nfert/HarvestFreq : 112 kg N ha-1 at once/two,"",2014-10-16 17:12:46.904663,2015-03-04 18:42:48.688461,,97
2381,Perkins - Nfert/HarvestFreq : 448 kg N ha-1 at once/one,"",2014-10-16 17:12:25.414838,2015-03-04 18:49:31.656406,,97
2380,Perkins - Nfert/HarvestFreq : 224 kg ha-1 at once/one,"",2014-10-16 17:12:09.119609,2015-03-04 18:49:42.12344,,97
2382,Perkins - Nfert/HarvestFreq : 896 kg N ha-1 at once/one,"",2014-10-16 17:12:37.935655,2015-03-04 18:54:57.210015,,97
2401,Observational,"",2014-10-21 16:33:02.891577,2014-10-21 16:33:13.164946,t,97
2402,Observational,"",2014-10-21 16:45:21.360903,2014-10-21 16:45:21.360903,t,97
2403,Observational,"",2014-10-21 16:55:55.078045,2014-10-21 16:55:58.499816,t,97
2404,Two-Cut,Observational,2014-10-22 16:07:04.540921,2014-10-22 16:13:34.855386,,97
2405,One-Cut,Observational,2014-10-22 16:24:11.162981,2014-10-22 16:24:20.546578,,97
2407,"Ames, IA",Observational,2014-10-23 15:23:34.904455,2014-10-23 15:23:34.904455,,97
2410,"Tifton, GA",Observational,2014-10-23 16:27:38.423737,2014-10-23 16:27:38.423737,,97
2411,No Fertilization,Observational,2014-10-24 15:26:37.69412,2014-10-24 15:26:37.69412,,97
2414,Observational,"",2014-10-24 16:09:08.58354,2014-10-24 16:09:08.58354,,97
2416,Sward-Plot,Observational,2014-10-27 16:08:38.954199,2014-10-27 16:08:38.954199,,97
2417,Observational,"",2014-10-30 16:58:52.645826,2014-10-30 16:58:56.001393,t,97
2418,No fertilization,Observational,2014-10-30 17:28:31.845354,2014-10-30 17:28:31.845354,,97
2419,60 kg N ha-1 Fertilization,Observational,2014-10-30 17:28:56.75286,2014-10-30 17:28:56.75286,,97
2420,Stephenville: No Fertilization,Observational,2014-10-31 14:33:14.523322,2014-10-31 14:33:14.523322,,97
2421,Stephenville: 56 kg N ha-1 Fertilization,Observational,2014-10-31 14:33:33.855095,2014-10-31 14:33:33.855095,,97
2422,Stephenville: 112 kg N ha-1 Fertilization,Observational,2014-10-31 14:33:47.470054,2014-10-31 14:33:47.470054,,97
2423,Stephenville: 168 kg N ha-1 Fertilization,Observational,2014-10-31 14:33:59.648489,2014-10-31 14:33:59.648489,,97
2424,Stephenville: 224 kg N ha-1 Fertilization,Observational,2014-10-31 14:34:10.861633,2014-10-31 14:34:10.861633,,97
2425,Beeville: No Fertilization,Observational,2014-10-31 14:34:42.005839,2014-10-31 14:34:42.005839,,97
2426,Beeville: 56 kg N ha-1 Fertilization,Observational,2014-10-31 14:35:00.479593,2014-10-31 14:35:00.479593,,97
2427,Beeville: 112 kg N ha-1 Fertilization,Observational,2014-10-31 14:35:11.571705,2014-10-31 14:35:11.571705,,97
2428,Beeville: 168 kg N ha-1 Fertilization,Observational,2014-10-31 14:35:21.451633,2014-10-31 14:35:21.451633,,97
2429,Beeville: 224 kg N ha-1 Fertilization,Observational,2014-10-31 14:35:32.060236,2014-10-31 14:35:32.060236,,97
2430,No Fertilization,Observational,2014-10-31 15:28:00.69649,2014-10-31 15:28:00.69649,,97
2433,elevated co2 test,test,2015-01-06 21:06:18.546783,2015-01-06 21:06:18.546783,f,162
189,N1fert,50 kg N ha-1,,2015-01-28 17:14:31.115498,f,
194,N1Fert/PFert/KFert/MgFert,"50 kg N,P,K ha-1/12 kg Mg ha-1",,2015-01-28 17:15:28.412569,f,
2434,Observations,Data was collected in luquillo forest. No treatment was applied.,2015-02-04 16:42:35.429181,2015-02-08 01:11:34.93221,t,5
175,cutting frequency 2/year,june and nov,,,f,
732,Switchgrass,Panicum virgatum L.,2010-09-07 13:51:13,2010-09-07 13:52:12,t,
747,Control,O consumption rates of excised root tip sections after two diffrent periods of treatment,2010-09-30 18:56:10,2011-06-20 17:08:47,t,
749,Closed system,closed system measurement immediately after excision,2010-09-30 19:27:44,2010-09-30 19:30:47,f,
772,Bouma (1997) 34 Days low CO2,36 Days Low CO2,2010-10-04 15:56:53,2011-10-17 22:09:18,f,
780,Greenhouse,germinated in flats of sand and vermiculite,2010-10-05 19:54:55,2013-06-07 21:42:00,t,
790,CO2a,atm. CO2,2010-10-07 18:08:55,2011-06-15 19:26:39,f,
803,59%,light saturated photosynthesis,2010-10-07 20:00:38,2013-06-06 15:42:21,t,
917,Ungrazed,Not Cut down or fed on,2010-12-12 05:55:35,2011-02-25 10:49:40,t,
933,Fire Frequency,High,2011-01-10 17:21:11,2011-01-10 17:21:11,f,
934,Fire Frequency,Low,2011-01-10 17:21:24,2011-01-10 17:21:24,f,
2406,"Mead, NE",Observational,2014-10-23 15:23:27.145158,2014-10-23 15:23:27.145158,,97
2408,"West Lafeyette, IN",Observational,2014-10-23 15:23:44.488408,2014-10-23 15:23:44.488408,,97
2412,Fertilization: 75 kg N ha-1,Observational,2014-10-24 15:28:47.679988,2014-10-24 15:28:47.679988,,97
2413,Fertilization: 150 kg N ha-1,Observational,2014-10-24 15:28:56.708338,2014-10-24 15:28:56.708338,,97
2415,Row-Plot,Observational,2014-10-27 16:08:25.007399,2014-10-27 16:08:25.007399,,97
303,"unfertilized, direct plant tillering of shoots (in vitro sterile culture)","",,2010-08-23 20:30:12,f,
305,"Kfert 166 kg K ha-1, direct plant tillering of shoots (in vitro sterile culture)","",,,f,
306,"Kfert 332 kg K ha-1, rhizome plant rhizome cutting","",,,f,
307,"Kfert 332 kg K ha-1, direct plant tillering of shoots (in vitro sterile culture)","",,,f,
313,"water holding capacity, rhizome plant rhizome cutting","",,,t,
314,"point of wilting, rhizome plant rhizome cutting","",,,t,
105,harvest time mid-aug,"",,,f,
316,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)","",,,f,
2409,Observational,"",2014-10-23 15:49:54.539466,2015-02-25 18:29:18.390314,t,97
816,"propagation method, unfertilized : rhizome division","",2010-10-08 21:29:24,2015-02-20 01:33:40.190914,t,
2400,Perkins - Nfert/HarvestFreq : 112 kg ha-1 at once/one,"",2014-10-20 15:44:38.443559,2015-03-04 18:39:15.140712,f,97
2399,Chickasha - Nfert/HarvestFreq : 112 kg ha-1 at once/one,"",2014-10-20 15:29:40.447901,2015-03-04 18:39:27.22261,f,97
2398,Perkins - Nfert/HarvestFreq : 896 kg N ha-1 into thirds/three,"",2014-10-16 17:15:56.495119,2015-03-04 18:39:38.883628,,97
2397,Perkins - Nfert/HarvestFreq : 448 kg N ha-1 into thirds/three,"",2014-10-16 17:15:48.768774,2015-03-04 18:39:50.453741,,97
2396,Perkins - Nfert/HarvestFreq : 224 kg N ha-1 into thirds/three,"",2014-10-16 17:15:39.981117,2015-03-04 18:40:02.887384,,97
2395,Perkins - Nfert/HarvestFreq : 112 kg N ha-1 into thirds/three,"",2014-10-16 17:15:32.013229,2015-03-04 18:40:14.918477,,97
2392,Perkins - Nfert/HarvestFreq : 224 kg N ha-1 into halves/two,"",2014-10-16 17:14:51.760495,2015-03-04 18:41:09.450135,,97
2394,Perkins - Nfert/HarvestFreq : 896 kg N ha-1 into halves/two,"",2014-10-16 17:15:10.816774,2015-03-04 18:40:42.719999,,97
2393,Perkins - Nfert/HarvestFreq : 448 kg N ha-1 into halves/two,"",2014-10-16 17:15:00.10099,2015-03-04 18:40:55.282178,,97
2391,Perkins - Nfert/HarvestFreq : 112 kg N ha-1 into halves/two,"",2014-10-16 17:14:42.264007,2015-03-04 18:41:20.162591,,97
2390,Perkins - Nfert/HarvestFreq : 896 kg N ha-1 at once/three,"",2014-10-16 17:14:32.802344,2015-03-04 18:41:29.666272,,97
2389,Perkins - Nfert/HarvestFreq : 448 kg N ha-1 at once/three,"",2014-10-16 17:14:23.183649,2015-03-04 18:41:40.29461,,97
2388,Perkins - Nfert/HarvestFreq : 224 kg ha-1 at once/three,"",2014-10-16 17:14:15.08021,2015-03-04 18:41:49.334144,,97
1203,2 Fertilization,"Sampling 2 m above the point of addition of osmocote (Nitrogen, Phosphorus, and Potassium) on slope",2011-05-23 21:25:10,2011-05-24 17:59:15,t,
1205,5 C soil temperature,Root and Soil at 5 C,2011-05-24 16:35:57,2011-05-24 16:35:57,f,
1206,10 C soil temperature,Root and Soil at 10 C,2011-05-24 16:36:27,2011-05-24 16:36:27,f,
1207,15 C soil temperature,Root and Soil at 15 C,2011-05-24 16:36:48,2011-05-24 16:36:48,t,
1209,-2 Fertilization,"Sampling 2 m below the point of addition of osmocote (Nitrogen, Phosphorus, and Potassium) on slope",2011-05-24 18:02:18,2011-05-24 18:02:18,f,
1211,-6 Fertilization,"Sampling 6 m below the point of addition of osmocote (Nitrogen, Phosphorus, and Potassium) on slope",2011-05-24 18:03:59,2011-05-24 18:03:59,f,
1212,5 C root temperature,Root temperature set at 5 C,2011-05-25 19:00:22,2011-05-25 19:00:22,f,
1213,15 C root temperature,Root temperature set at 15 C,2011-05-25 19:01:04,2011-05-25 19:01:04,f,
1214,10 C root temperature,Root temperature set at 10 C,2011-05-25 19:01:23,2011-05-25 19:01:23,f,
1215,20 C root temperature,Root temperature set at 20 C,2011-05-25 19:01:44,2011-05-25 19:01:44,f,
1216,25 C root temperature,Root temperature set at 25 C,2011-05-25 19:02:00,2011-05-25 19:02:00,f,
1512,Ruess Observational,Observational,2012-01-30 22:03:33,2012-01-30 22:03:33,t,20
1530,Un-warmed,Not warmed,2012-05-15 18:20:45,2012-05-15 18:20:45,t,15
1538,ambient,no experimental manipulation,2012-05-16 19:15:30,2012-05-16 19:15:30,t,15
1540,trenched ambient,"trenched to cut off all roots, unwarmed",2012-05-16 19:16:05,2012-05-16 19:16:05,f,15
1571,observational,"",2012-06-03 17:58:58,2012-06-03 17:58:58,t,65
2051,Fertilized : 10 kg N ha-1,"",2013-04-12 21:21:21,2015-04-22 17:27:20.143894,f,97
1612,increased air temperature,"",2012-06-08 19:22:20,2012-06-08 19:22:20,f,15
1623,increased air temperature,"",2012-06-08 19:28:05,2012-06-08 19:28:05,f,15
1800,"ambient CO2, elevated T under high Nitrogen","",2012-07-31 20:45:59,2012-07-31 20:45:59,f,15
1835,25% (I0),maximum evatranspiration restoration,2012-09-13 22:28:39,2012-09-13 22:28:39,t,15
1853,Control,conventional irrigation water amount in the local planting practice,2012-09-20 19:00:12,2012-10-08 02:35:29,f,15
1858,Control,no-till corn production with a nonlimiting N supply,2012-09-20 20:55:00,2012-09-20 21:04:32,t,15
1908,Observational,"",2012-09-30 23:14:13,2012-09-30 23:14:13,t,15
1951,April 25 irrigated,"",2012-10-04 19:20:24,2012-10-04 19:20:24,f,15
1952,Observational,"",2012-10-09 05:02:13,2012-10-09 05:02:13,t,15
2018,Elevated CO2 Mixture,"Mixture of A. glutinosa, B. pendula, and F. sylvatica",2013-01-15 18:43:32,2013-01-15 18:43:32,f,15
2032,Ambient CO2 Mixture,"Control of mixture of A. glutinosa, B. pendula, and F. sylvatica",2013-03-15 00:01:01,2013-03-15 00:01:01,t,15
2033,Elevated CO2 Mixture,"Mixture of A. glutinosa, B. pendula, and F. sylvatica",2013-03-15 00:01:25,2013-03-15 00:01:25,f,15
2090,Observational,Age 6,2013-09-20 20:31:52,2013-09-20 20:31:52,f,97
2241,Standard Fertilization: 15 weeks after planting,"",2014-06-23 14:48:24.649844,2016-05-25 18:30:43.016247,f,97
2272,Fertilized (200 kg N ha-),"",2014-06-27 02:27:22.057111,2014-06-27 02:27:22.057111,f,97
2294,N Fertilized 120 kg/ha + Irrigation,"",2014-07-18 18:54:11.576701,2014-07-18 18:54:11.576701,,97
2295,N Fertilized 120 kg/ha,"",2014-07-18 18:54:24.667284,2014-07-18 18:54:24.667284,,97
2296,Avg N Fertilization 60 kg/ha + Irrigation,"Avg of 0, 60, 120 kg/ha plots",2014-07-18 18:55:16.917403,2014-07-18 18:55:16.917403,,97
2355,2 Cut Boot + 6 weeks,Observational,2014-10-08 15:28:38.914712,2014-10-08 15:28:38.914712,,97
2356,2 Cut Anthesis + 6 Weeks,Observational,2014-10-08 15:28:51.404642,2014-10-08 15:28:51.404642,,97
2373,Switchgrass (solecropped),"",2014-10-10 15:57:17.945532,2014-10-10 15:57:17.945532,,97
2431,Fertilization: 75 kg N ha-1,Observational,2014-10-31 15:28:14.986936,2014-10-31 15:28:14.986936,,97
2432,Fertilization: 150 kg N ha-1,Observational,2014-10-31 15:28:25.81754,2014-10-31 15:28:25.81754,,97
4,Nfert 100 kg N ha-1,"",,,f,
5,Nfert 150 kg N ha-1,"",,,f,
6,Nfert 200 kg N ha-1,"",,,f,
12,plant date/density/irrigation/layer,"",,,f,
13,plant date/density/irrigation/layer,"",,,f,
16,plant date/rotation,"",,2011-02-16 15:54:27,t,
32,"harvest frequency 3/harvest times July 10, Aug 6, and Sept 30","",,,f,
33,harvest frequency 1/harvest time anthesis,"",,,f,
34,harvest frequency 1/harvest time anthesis + 3 weeks,"",,,f,
35,harvest frequency 1/harvest time anthesis + 6 weeks,"",,,f,
36,harvest frequency 2/harvest times boot and boot + 6 weeks,"",,,f,
37,harvest frequency 2/harvest times anthesis and anthesis + 6 weeks,"",,,f,
38,harvest freqency 2/harvest times boot and after frost,"",,,f,
39,harvest frequency 2/harvest times anthesis and after frost,"",,,f,
40,"harvest frequency 3/harvest times boot, boot + 6 weeks, and after frost","",,,f,
42,observational,"",,,t,
51,unfertilized,"",,,t,
2321,Observational- No Irrigation,"",2014-08-15 18:02:37.793937,2015-02-20 01:22:09.661435,,97
31,harvest frequency 1/harvest time boot,"",,,f,
142,unfertilized/non-irrigated,"",,2010-06-08 18:56:49,t,
143,unfertilized/irrigated,"",,,f,
144,Nfert 100 kg N ha-1/non-irrigated,"",,,f,
145,Nfert 100 kg N ha-1/irrigated,"",,,f,
146,Nfert 200 kg N ha-1/non-irrigated,"",,,f,
147,Nfert 200 kg N ha-1/irrigated,"",,,f,
185,plant date/fertilization,"",,,f,
186,observational,"",,2010-06-08 18:59:08,t,
213,plant date/rotation/fer,"",,,f,
214,plant date/rotation/fer,"",,,f,
